YEAR_REPORT;COUNTRY_NAME;REGION_NAME;LADDER_SCORE;EXPLAINED_BY_GDP_PER_CAPITA;EXPLAINED_BY_SOCIAL_SUPPORT;EXPLAINED_BY_HEALTHY_LIFE_EXPECTANCY;EXPLAINED_BY_FREEDOM_TO_MAKE_LIFE_CHOICES;EXPLAINED_BY_GENEROSITY;EXPLAINED_BY_PERCEPTIONS_OF_CORRUPTION
2023;Finland;Western Europe;7.804200172424316;1.8883804082870483;1.584899663925171;0.5345736742019653;0.7715099453926086;0.1263311952352523;0.5352985858917236
2023;Denmark;Western Europe;7.586400032043457;1.949405550956726;1.5478748083114624;0.5373024940490723;0.7344158887863159;0.2084585130214691;0.5252211689949036
2023;Iceland;Western Europe;7.529600143432617;1.925507664680481;1.6196664571762085;0.5590963959693909;0.7381637096405029;0.2496354877948761;0.1871187835931778
2023;Israel;Middle East and North Africa;7.472899913787842;1.8333979845047;1.5206738710403442;0.5767300128936768;0.5685182809829712;0.1240477114915847;0.1582920551300048
2023;Netherlands;Western Europe;7.402999877929687;1.9422738552093504;1.4882279634475708;0.545473039150238;0.6723272204399109;0.2505474090576172;0.3940616548061371
2023;Sweden;Western Europe;7.395199775695801;1.920950174331665;1.510329008102417;0.5618247389793396;0.753629207611084;0.2248480916023254;0.5204691290855408
2023;Norway;Western Europe;7.315499782562256;1.9944396018981931;1.5210087299346924;0.5441108345985413;0.7518265247344971;0.2118891179561615;0.4629554748535156
2023;Switzerland;Western Europe;7.240099906921387;2.021803140640259;1.4628159999847412;0.5822543501853943;0.6779153347015381;0.1507497727870941;0.4747002124786377
2023;Luxembourg;Western Europe;7.22790002822876;2.199664354324341;1.3568785190582275;0.5488784313201904;0.7096718549728394;0.1492813527584076;0.4183795750141144
2023;New Zealand;North America and ANZ;7.122900009155273;1.841704249382019;1.5435456037521362;0.5127779245376587;0.6719269156455994;0.2302348315715789;0.4712207019329071
2023;Austria;Western Europe;7.097300052642822;1.92671811580658;1.381974697113037;0.5345751643180847;0.6295605897903442;0.1909468322992324;0.3096530735492706
2023;Australia;North America and ANZ;7.094600200653076;1.8987950086593628;1.4967434406280518;0.5318475961685181;0.6767511963844299;0.2424320876598358;0.3102680742740631
2023;Canada;North America and ANZ;6.960700035095215;1.8814388513565063;1.48391854763031;0.541386604309082;0.6558169722557068;0.2182796448469162;0.3644925951957702
2023;Ireland;Western Europe;6.910799980163574;2.1521122455596924;1.4247467517852783;0.5386596918106079;0.6557011008262634;0.1856109052896499;0.4090867936611175
2023;United States;North America and ANZ;6.893700122833252;1.980279803276062;1.459589958190918;0.3901733458042145;0.5573698282241821;0.2096725553274154;0.1722584664821624
2023;Germany;Western Europe;6.8917999267578125;1.9194389581680296;1.4009678363800049;0.5386563539505005;0.6177360415458679;0.1525479108095169;0.3649562299251556
2023;Belgium;Western Europe;6.859099864959717;1.9068782329559328;1.448750376701355;0.5277373194694519;0.5902925133705139;0.137192815542221;0.2725510895252228
2023;Czechia;Unknown;6.845200061798096;1.823468804359436;1.5439990758895874;0.4773488640785217;0.6931394934654236;0.1577660143375396;0.0502391494810581
2023;United Kingdom;Western Europe;6.795599937438965;1.856903433799744;1.3662347793579102;0.5114142894744873;0.6261729598045349;0.2723426818847656;0.3402338325977325
2023;Lithuania;Central and Eastern Europe;6.763000011444092;1.807981848716736;1.5105764865875244;0.4323169887065887;0.4873256087303161;0.0585177168250083;0.0888190567493438
2023;France;Western Europe;6.661300182342529;1.8556448221206665;1.4334245920181274;0.5659090876579285;0.5816452503204346;0.0826210081577301;0.2696537375450134
2023;Slovenia;Central and Eastern Europe;6.649899959564209;1.815317153930664;1.5388127565383911;0.5318995714187622;0.7074655294418335;0.1441578716039657;0.1130580455064773
2023;Costa Rica;Latin America and Caribbean;6.608500003814697;1.5869576930999756;1.3395427465438845;0.503240168094635;0.6831671595573425;0.0989776253700256;0.1155191212892532
2023;Romania;Central and Eastern Europe;6.589099884033203;1.7259292602539062;1.2797365188598633;0.4228858947753906;0.6309942007064819;0.044280145317316;0.0
2023;Singapore;Southeast Asia;6.586699962615967;2.1679413318634038;1.3544509410858154;0.6067776083946228;0.6600772142410278;0.1700936704874038;0.5608206987380981
2023;United Arab Emirates;Middle East and North Africa;6.571199893951416;2.0150415897369385;1.2230294942855835;0.4008787274360657;0.745395302772522;0.1877742558717727;0.2473245859146118
2023;Taiwan Province of China;East Asia;6.535399913787842;1.890334725379944;1.371842384338379;0.4923414885997772;0.5619380474090576;0.067239299416542;0.1777113676071167
2023;Uruguay;Latin America and Caribbean;6.493899822235107;1.617422103881836;1.4445520639419556;0.4351235330104828;0.6834053993225098;0.1017609983682632;0.2539240717887878
2023;Slovakia;Central and Eastern Europe;6.468599796295166;1.7310861349105835;1.5439553260803225;0.4715751409530639;0.4944794178009033;0.1276090145111084;0.0223858673125505
2023;Saudi Arabia;Middle East and North Africa;6.462600231170654;1.8609226942062376;1.3704391717910769;0.3506397604942322;0.6815623044967651;0.0931576117873191;0.1703143268823623
2023;Estonia;Central and Eastern Europe;6.4552001953125;1.7984774112701416;1.5264379978179932;0.4937084913253784;0.7281054854393005;0.153474286198616;0.3721884787082672
